,createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount
33,20010635,2024-6-3,0xc0ee570247e11cc66c7cccd9897d6a9989a3d93f,4780644063.904543,1.7297193831550386,3.459438766310077,13182.403979653336,0.8944271909999147,368,4780644063.904543,1.7297193831550386,0x4f339edebf07db5a89448ffc815b639250830eb2,Roaring Doge,ROARDOGE,4780644063.904543,368,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x4f339edebf07db5a89448ffc815b639250830eb2,Roaring Doge,ROARDOGE,4780644063.904543,368,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
34,20010617,2024-6-3,0xa36db1f593a6300ecd55a8467b438385623e91b1,3.2336516551485377,318577578.88440853,6.467303310297075,24645.25853315304,32078.02986469088,12,318577578.88440853,3.2336516551485377,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xc56373599b4676af44c8af5a8e963639afb642a6,MLM.gg,MLM,318577578.88440853,12,0xc56373599b4676af44c8af5a8e963639afb642a6,MLM.gg,MLM,318577578.88440853,12,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
35,20010599,2024-6-3,0x3f33ff21b974a554699cda3967b4a85366c487f5,705198753.321048,0.525582481681013,0.525582481681013,2003.1885775700605,0.6015812497078002,220,705198753.321048,0.525582481681013,0x21fe6b92b45f7a4cd017ab882f060d962fc0a432,Wrapped Trump,WTRUMP,705198753.321048,220,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x21fe6b92b45f7a4cd017ab882f060d962fc0a432,Wrapped Trump,WTRUMP,705198753.321048,220,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
36,20010546,2024-6-3,0xf3ee1858e28e4b72f42aa05bfb8464893b4d1e19,303515257.3902573,5.321055635654907,10.642111271309812,40566.477929553716,1.2649110640673509,119,303515257.3902573,5.321055635654907,0x5d1b3948c1db57893e18b56346b813c54e88ef8d,CROG on ETH,CROG,303515257.3902573,119,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x5d1b3948c1db57893e18b56346b813c54e88ef8d,CROG on ETH,CROG,303515257.3902573,119,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
37,20010530,2024-6-3,0xb16c4cc1cd5eac06c3bc89720732b05370195d76,2508000113.4442186,10.802164162147164,21.60432832429433,82538.22890439769,164316.76725154984,69,2508000113.4442186,10.802164162147164,0x53989bd2780a217cb8e10f2a366b6ba2922fdce2,MEGATRUMP,MEGAA,2508000113.4442186,69,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x53989bd2780a217cb8e10f2a366b6ba2922fdce2,MEGATRUMP,MEGAA,2508000113.4442186,69,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
38,20010478,2024-6-3,0x73dcd3d3d728f7ec6084e5d23e837999df3cf9dc,1.5134e-05,0.0,0.0,2.56e-13,0.0,29,1.5134e-05,0.0,0x4cb601e764f2bbc22810a8c3b87b006727cc462a,Baby GME,BGME,1.5134e-05,29,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x4cb601e764f2bbc22810a8c3b87b006727cc462a,Baby GME,BGME,1.5134e-05,29,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
39,20010451,2024-6-3,0x9e9ab5dc819dc61d8271fdd04be9dbd2d92730bd,257594772214.62573,1.3372894051707451,2.6745788103414903,10192.84605444903,17.998091565496605,905,257594772214.62573,1.3372894051707451,0x8943148b4dd8b18f032adeef68a71753c4e4ea37,Keroppi,KERO,257594772214.62573,905,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x8943148b4dd8b18f032adeef68a71753c4e4ea37,Keroppi,KERO,257594772214.62573,905,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
40,20010373,2024-6-3,0xf9f5d757ecfd944c10090b8fd491fd1c96df72dd,240566504102.71643,2.050148635507256,4.1002972710145125,15624.94549495266,21.51271600705034,881,240566504102.71643,2.050148635507256,0x16382f4fdefcb4429e4bb5b00dedc8206ef53238,Trump Media & Technology Group Corp,DJT,248881011907.21216,891,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x16382f4fdefcb4429e4bb5b00dedc8206ef53238,Trump Media & Technology Group Corp,DJT,248881011907.21216,891,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
41,20010370,2024-6-3,0x7502b540f849f2e84f0d84c4f073482f8e402cc8,0.0,4.6155e-12,0.0,7.6e-15,0.0,71,4.6155e-12,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xf4fb1c885def554c3827d96fcd122025543ca89e,DeepFuckingValue,DFV,4.6155e-12,71,0xf4fb1c885def554c3827d96fcd122025543ca89e,DeepFuckingValue,DFV,4.6155e-12,71,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
42,20010328,2024-6-3,0xcfdf73fae13b1cc9a18b571fa8bc953bfe77a63a,732326533.6029187,27.348133300835315,54.69626660167063,209121.94732217625,141421.3562373095,46,732326533.6029187,27.348133300835315,0xb5ac1b723961c1e7a05ddcfd16100fb6328275fd,Vote Trump,VTRUMP,732326533.6029187,46,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xb5ac1b723961c1e7a05ddcfd16100fb6328275fd,Vote Trump,VTRUMP,732326533.6029187,46,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
43,20010297,2024-6-3,0x9266c53f65080864a8185af8333f7ed6f860c03a,12293698.909555333,3.618986235449007,7.237972470898014,27582.838671354017,0.2024845673131648,637,12293698.909555333,3.618986235449007,0xa4e6c595ea82cc85a30ca04426bfa96ec696ded4,Garfielf,Garfielf,12293698.909555333,637,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xa4e6c595ea82cc85a30ca04426bfa96ec696ded4,Garfielf,Garfielf,12293698.909555333,637,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
44,20010292,2024-6-3,0x5acb4eda4987295bbd85cf816ccce496b4dec77c,754242679.7630146,26.552523567552125,53.10504713510425,203005.76548958957,141421.3562373095,44,754242679.7630146,26.552523567552125,0x6fadf99da67e6c999241b0554d873d6cfc36c228,SIMPSON Trump,STRUMP,754242679.7630146,44,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x6fadf99da67e6c999241b0554d873d6cfc36c228,SIMPSON Trump,STRUMP,754242679.7630146,44,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
45,20010292,2024-6-3,0x322ecf4a85fbbdb12f77485369f614078a16cabb,10662803.634886716,6.743332736095508,13.486665472191016,51395.67088227194,0.2509980079602216,1501,10662803.634886716,6.743332736095508,0x56f1afaf632824684a1dd4bf2bc49ff484d0e415,Trump Stock,DJT,10662803.634886716,1501,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x56f1afaf632824684a1dd4bf2bc49ff484d0e415,Trump Stock,DJT,10662803.634886716,1501,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
46,20010224,2024-6-3,0xae8138208a426bd5a62b0349d66a13c6df4fef87,13.890333556892227,2172501.293319053,27.78066711378445,105869.21013550904,5491.495925519749,23,2172501.293319053,13.890333556892227,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xe97f6dde78b11b58cb3e394f15ab592cb2acd290,Metahorse Unity Token,MUNITY,2172501.293319053,23,0xe97f6dde78b11b58cb3e394f15ab592cb2acd290,Metahorse Unity Token,MUNITY,2172501.293319053,23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
47,20010172,2024-6-3,0xaa3ea2ddf65f268ded554f16707ba798776e9daf,3451989.794978794,0.0594592786731392,0.0594592786731392,226.70575049857155,447.21359549995793,31,3451989.794978794,0.0594592786731392,0x8b209f87dffa0ec240611b0bf2afab41d796a39a,Candles,🕯️,3451989.794978794,31,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x8b209f87dffa0ec240611b0bf2afab41d796a39a,Candles,🕯️,3451989.794978794,31,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
48,20010147,2024-6-3,0xbd7781c7770963bc5c4016561f554af446561814,2.1e-08,4.87e-14,4.87e-14,1.865313e-10,0.0,9,2.1e-08,4.87e-14,0x3d0ab4a7e6ca95abea19d6ef7cc67b71ed67caf9,make america gay again,maga,2.1e-08,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x3d0ab4a7e6ca95abea19d6ef7cc67b71ed67caf9,make america gay again,maga,2.1e-08,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
49,20010095,2024-6-3,0xcdc42ab11b0079cadb2d687ff5c22c201ecb08dd,11.971592412206482,145238136.95587468,23.943184824412963,91283.01938894003,41506.71030086581,89,145238136.95587468,11.971592412206482,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xfd0033de5529ebdccc69a2b0d63907aac6e2f241,YOLO,GMEYOLO,145238136.95587468,89,0xfd0033de5529ebdccc69a2b0d63907aac6e2f241,YOLO,GMEYOLO,145238136.95587468,89,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
50,20010090,2024-6-3,0x815cf3b0ca82f863c5dd003a4c97850c5956db82,46121481227.98912,9.182006879169728,18.364013758339457,69999.93616522073,20.510728899773405,45,46121481227.98912,9.182006879169728,0x1171200331727bc89daa323122f0682fa6bc8833,GMEDOG,GMEDOG,46121481227.98912,45,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x1171200331727bc89daa323122f0682fa6bc8833,GMEDOG,GMEDOG,46121481227.98912,45,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
51,20010068,2024-6-3,0xbe411a9341fce27a190c2e1c3725b9f8f8c70e9f,5.047381103906962,197288798.2944504,10.094762207813924,38650.52845085333,31389.48868650141,59,197288798.2944504,5.047381103906962,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xcfb8752723e85ec4f269193641eca84bdbe41097,GME,GME,197288798.2944504,59,0xcfb8752723e85ec4f269193641eca84bdbe41097,GME,GME,197288798.2944504,59,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
52,20010010,2024-6-3,0x7e339c340adb2d0403dc552de63eca760f3006a4,73054322.4230442,3.4973254938767178,6.994650987753436,26653.410755327517,0.5043030898821536,195,73054322.4230442,3.4973254938767178,0x3a82215e9f787cdd68c0c7aa30db55b4af84a970,Stellar,STR,73054322.4230442,195,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x3a82215e9f787cdd68c0c7aa30db55b4af84a970,Stellar,STR,73054322.4230442,195,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
53,20009983,2024-6-3,0xc80a09cfd1a197400da860c33fd73c5ef41b1ccb,42045275.787223056,10.806550248756219,21.61310049751244,82568.14745542537,0.6708203932499359,41,42045275.787223056,10.806550248756219,0x2e237abc284811e4d0fb7a7a90911d3399fa0761,Aethir,ATH,42045275.787223056,41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x2e237abc284811e4d0fb7a7a90911d3399fa0761,Aethir,ATH,42045275.787223056,41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
54,20009938,2024-6-3,0x5fb963dd8c18a2a307f5c4d137f9d7df51c77e57,441858884.63110125,0.9398657576743854,0.9398657576743854,3582.6740879230224,20122.905605304615,213,441858884.63110125,0.9398657576743854,0x88e28064e89a1f8c9c6c63843d696903f0ae95ef,Holy Pepe,HOPE,441858884.63110125,213,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x88e28064e89a1f8c9c6c63843d696903f0ae95ef,Holy Pepe,HOPE,441858884.63110125,213,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
55,20009932,2024-6-3,0x27151e3eefe2abae1b8183ced34c5afb0e37bee4,4.182302897928067,248212006.90976444,8.364605795856134,31877.380931861677,31622.776601683796,617,248212006.90976444,4.182302897928067,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xf325c255f1ea522412f16a3da63e592d001ba490,Bruce MemeCoin,Bruce,248212006.90976444,617,0xf325c255f1ea522412f16a3da63e592d001ba490,Bruce MemeCoin,Bruce,248212006.90976444,617,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
56,20009924,2024-6-3,0xd3ac6da083d3c95ddfc49117d2cc6f9aaf93a144,809512175.2220594,2.106499670433364,4.212999340866728,16100.016899103544,1.3038404810405289,23,809512175.2220594,2.106499670433364,0x6f1f45e32d88d5d8cf56a235c9ea463fcf5ef81e,Bub cat,BUB,809512175.2220594,23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x6f1f45e32d88d5d8cf56a235c9ea463fcf5ef81e,Bub cat,BUB,809512175.2220594,23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
57,20009878,2024-6-3,0x77e669fce5f49a05807dcf33f60707bc19360d0a,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0x05f545e1609458fdd5f2fbf101dbee7473a0c4a6,SD Inside,SDI,0.0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x05f545e1609458fdd5f2fbf101dbee7473a0c4a6,SD Inside,SDI,0.0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
58,20009845,2024-6-3,0x65580b66e5bf5cae3218183758e1d523c570d171,228028123.3323532,6.0499736566022735,12.099947313204549,46224.3410951575,1.161895003862224,226,228028123.3323532,6.0499736566022735,0xbe8f817ff5ac50b061ce5cc99dd7028946271f83,Pepe the King Prawn,PEPE,228028123.3323532,226,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xbe8f817ff5ac50b061ce5cc99dd7028946271f83,Pepe the King Prawn,PEPE,228028123.3323532,226,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
59,20009831,2024-6-3,0x2a3ae299e23ff49b376e983122f0d8ea17ca2bde,2.75e-07,3.6e-15,7.2e-15,2.78416e-11,0.0,18,2.75e-07,3.6e-15,0x145d31143699e5a04b688e0a40ad4e2516840120,       PE COIN           ,     PE          ,2.75e-07,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x145d31143699e5a04b688e0a40ad4e2516840120,       PE COIN           ,     PE          ,2.75e-07,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
60,20009814,2024-6-3,0x32eb527442e5470aee47d0ad1561039c019b8853,1.000000000000308e+21,1.1011e-12,2.2023e-12,8.4148384e-09,1.0382677881933917,179,1.000000000000308e+21,1.1011e-12,0x176ea8ea55e2058e583426d0be4107f255cc225a,Katt Daddy,KATT,1.000000000000308e+21,179,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x176ea8ea55e2058e583426d0be4107f255cc225a,Katt Daddy,KATT,1.000000000000308e+21,179,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
61,20009789,2024-6-3,0x1b10da2b6edea7ae000b2a27505914019aba6dc0,4.264e-12,0.0,0.0,7.6e-15,0.0,2,4.264e-12,0.0,0x41a697319f80cd006493d06180ab6153ee80164f,Pepe Society,PEPES,4.264e-12,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x41a697319f80cd006493d06180ab6153ee80164f,Pepe Society,PEPES,4.264e-12,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
62,20009780,2024-6-3,0x6a7d5b469facd7a6c6c843b3d8c07b485a3b4411,1.000000000000026e+22,1.618e-13,3.236e-13,1.2384186e-09,1.2649110640673509,110,1.000000000000026e+22,1.618e-13,0x33e44ff088aa36b23bbebfd4a3e1a3fbf68be69f,Elmo Coin,ELMO,1.000000000000026e+22,110,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x33e44ff088aa36b23bbebfd4a3e1a3fbf68be69f,Elmo Coin,ELMO,1.000000000000026e+22,110,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
63,20009769,2024-6-3,0x6553c8aafb14c3d24c80d2079373f6797acdd322,0.1111906431,213494082835.30585,0.1111906431,425.51610226437487,4.8714535818377644,7,213494082835.30585,0.1111906431,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0xd46c438daa465a3f4ca4140838af5fceff4d3e8f,MAPMAGA PEPEE,MAPE,213494082835.30585,7,0xd46c438daa465a3f4ca4140838af5fceff4d3e8f,MAPMAGA PEPEE,MAPE,213494082835.30585,7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
64,20009756,2024-6-3,0x98a63cbd3f3b4c8730df952314f6b1c58d5e2380,5.3915e-05,0.0,0.0,7.26e-14,0.0,4,5.3915e-05,0.0,0x0f9295ccc779cc324990a958238213dbe4ef7ba0,MAGA,MAGA,5.3915e-05,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169,0x0f9295ccc779cc324990a958238213dbe4ef7ba0,MAGA,MAGA,5.3915e-05,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294794.58866266353,168239169
